2154613642	1980701853
2154613642	168172700
2154613642	2632800540
2154613642	1981209670
2154613642	2134498512
2154613642	1572478601
2154613642	2160888527
2154613642	2172053321
2154613642	2007149047
2154613642	2038901907
2154613642	1851593766
2154613642	12615902
2154613642	1838593635
159610316	1980701853
159610316	168172700
159610316	2632800540
159610316	1981209670
159610316	2134498512
159610316	1572478601
159610316	2160888527
159610316	2172053321
159610316	2007149047
159610316	2038901907
159610316	1851593766
159610316	12615902
159610316	1838593635
1832751096	1980701853
1832751096	168172700
1832751096	2632800540
1832751096	1981209670
1832751096	2134498512
1832751096	1572478601
1832751096	2160888527
1832751096	2172053321
1832751096	2007149047
1832751096	2038901907
1832751096	1851593766
1832751096	12615902
1832751096	1838593635
2043338016	1980701853
2043338016	168172700
2043338016	2632800540
2043338016	1981209670
2043338016	2134498512
2043338016	1572478601
2043338016	2160888527
2043338016	2172053321
2043338016	2007149047
2043338016	2038901907
2043338016	1851593766
2043338016	12615902
2043338016	1838593635
2100069631	1980701853
2100069631	168172700
2100069631	2632800540
2100069631	1981209670
2100069631	2134498512
2100069631	1572478601
2100069631	2160888527
2100069631	2172053321
2100069631	2007149047
2100069631	2038901907
2100069631	1851593766
2100069631	12615902
2100069631	1838593635
1979876342	1980701853
1979876342	168172700
1979876342	2632800540
1979876342	1981209670
1979876342	2134498512
1979876342	1572478601
1979876342	2160888527
1979876342	2172053321
1979876342	2007149047
1979876342	2038901907
1979876342	1851593766
1979876342	12615902
1979876342	1838593635
2088212047	2108769517
2088212047	2466810105
2088212047	1972291593
2088212047	2148448995
2088212047	2129867074
2088212047	2968337513
2088212047	254766753
2088212047	2108011552
2088212047	254766753
2088212047	57053632
2088212047	2231647228
2088212047	2127243113
2088212047	1972291593
2088212047	2088212047
92438100	2042048789
92438100	301283286
2073631992	2042048789
2073631992	301283286
1531155176	2042048789
1531155176	301283286
2074453466	2042048789
2074453466	301283286
2112199944	2112199944
2112199944	2139093703
2112199944	2109451195
2139093703	2112199944
2139093703	2139093703
2139093703	2109451195
2109451195	2112199944
2109451195	2139093703
2109451195	2109451195
2162740804	2165121431
2162740804	2398784594
2162740804	1988556028
134769616	2165121431
134769616	2398784594
134769616	1988556028
2117656073	2165121431
2117656073	2398784594
2117656073	1988556028
2122268670	2165121431
2122268670	2398784594
2122268670	1988556028
2110501006	2168176072
2110501006	2396073053
2110501006	2163103719
2110501006	2467606255
2110501006	1517047259
2110501006	2922806960
2110501006	2139177686
2110501006	2155193350
2110501006	2107142044
2110501006	2108769517
2110501006	2466810105
2110501006	1972291593
2110501006	2148448995
2110501006	2035876866
2110501006	2137603918
2110501006	2148022289
2110501006	2497095473
2110501006	2168176072
2110501006	2101279140
2110501006	2148022289
2110501006	2656283669
2110501006	2168176072
2110501006	2137603918
2110501006	2148022289
2110501006	2168176072
2110501006	2138703161
2110501006	2129838225
2110501006	2241451362
2110501006	284605223
2110501006	2255504348
